,ID,POSITION,SKILL,FIELD,POSITION_TYPE,EDUCATION_LEVEL,DURATION,ALLOW_WFH,tags
448,449,MEANSTACKDEVELOPER,CSS HTML,CS,F,M,12,1,MEANSTACKDEVELOPER CSS HTML
449,450,WEBDEVELOPER,C/C++ DART JULIA,IT,F,DBMP,1,0,WEBDEVELOPER C/C++ DART JULIA
450,451,JAVASCRIPTDEVELOPER,PHP JAVA,CS,F,BM,6,0,JAVASCRIPTDEVELOPER PHP JAVA
451,452,RUBYONRAILSDEVELOPER,JAVASCRIPT KOTLIN,IT,FT,D,2,0,RUBYONRAILSDEVELOPER JAVASCRIPT KOTLIN
452,453,DATASCIENTIST,DART R JULIA,IT,FT,DBMP,12,0,DATASCIENTIST DART R JULIA
453,454,PRODUCTMANAGER,JAVASCRIPT,CS,FT,M,6,0,PRODUCTMANAGER JAVASCRIPT
454,455,MERNSTACKDEVELOPER,OBJECTIVE-C SQL,IT,F,M,2,1,MERNSTACKDEVELOPER OBJECTIVE-C SQL
455,456,BACKENDDEVELOPER,COBOL,CS,F,BMP,2,1,BACKENDDEVELOPER COBOL
456,457,DATASCIENTIST,PERL,CS,FT,DBMP,12,0,DATASCIENTIST PERL
457,458,BACKENDDEVELOPER,CSS PERL COBOL,IT,PT,DBM,12,0,BACKENDDEVELOPER CSS PERL COBOL
458,459,FULLSTACKDEVELOPER,OBJECTIVE-C,IT,FT,B,3,0,FULLSTACKDEVELOPER OBJECTIVE-C
459,460,RUBYONRAILSDEVELOPER,JULIA C/C++ FORTRAN,CS,F,D,2,1,RUBYONRAILSDEVELOPER JULIA C/C++ FORTRAN
460,461,MERNSTACKDEVELOPER,RUST PHP,IT,PT,D,2,0,MERNSTACKDEVELOPER RUST PHP
461,462,MERNSTACKDEVELOPER,C/C++ PERL,CS,PT,DB,2,1,MERNSTACKDEVELOPER C/C++ PERL
462,463,REACTJSDEVELOPER,JAVASCRIPT PERL,CS,PT,P,12,0,REACTJSDEVELOPER JAVASCRIPT PERL
463,464,DATAANALYST,PHP,IT,FT,P,2,0,DATAANALYST PHP
464,465,PRODUCTMANAGER,SQL KOTLIN JAVA,CS,PT,DBMP,6,1,PRODUCTMANAGER SQL KOTLIN JAVA
465,466,FULLSTACKDEVELOPER,JAVASCRIPT,CS,F,D,2,0,FULLSTACKDEVELOPER JAVASCRIPT
466,467,FULLSTACKDEVELOPER,C#,CS,FT,M,6,1,FULLSTACKDEVELOPER C#
467,468,DATASCIENTIST,JULIA,IT,F,DBMP,6,1,DATASCIENTIST JULIA
468,469,DATAANALYST,DART,CS,F,DBMP,1,0,DATAANALYST DART
469,470,PRODUCTMANAGER,COBOL FORTRAN SWIFT,IT,PT,M,1,0,PRODUCTMANAGER COBOL FORTRAN SWIFT
470,471,WEBDEVELOPER,RUBY,CS,F,DBMP,12,0,WEBDEVELOPER RUBY
471,472,WEBDEVELOPER,CSS COBOL JAVASCRIPT,CS,FT,DBMP,1,1,WEBDEVELOPER CSS COBOL JAVASCRIPT
472,473,WEBDEVELOPER,SQL JULIA OBJECTIVE-C,CS,FT,DBMP,12,0,WEBDEVELOPER SQL JULIA OBJECTIVE-C
473,474,FULLSTACKDEVELOPER,CSS KOTLIN SQL,IT,PT,MP,1,1,FULLSTACKDEVELOPER CSS KOTLIN SQL
474,475,FRONTENDDEVELOPER,SQL HTML,IT,F,M,1,1,FRONTENDDEVELOPER SQL HTML
475,476,BACKENDDEVELOPER,SQL,CS,F,BMP,12,0,BACKENDDEVELOPER SQL
476,477,FRONTENDDEVELOPER,JAVASCRIPT KOTLIN,IT,FT,BM,3,0,FRONTENDDEVELOPER JAVASCRIPT KOTLIN
477,478,PRODUCTMANAGER,RUBY HTML,IT,FT,P,6,1,PRODUCTMANAGER RUBY HTML
478,479,MEANSTACKDEVELOPER,CSS,IT,F,DBM,3,0,MEANSTACKDEVELOPER CSS
479,480,PRODUCTMANAGER,PYTHON PERL KOTLIN,CS,PT,BM,12,1,PRODUCTMANAGER PYTHON PERL KOTLIN
480,481,RUBYONRAILSDEVELOPER,JULIA DART,IT,FT,DBMP,1,1,RUBYONRAILSDEVELOPER JULIA DART
481,482,RUBYONRAILSDEVELOPER,RUBY,IT,FT,D,2,0,RUBYONRAILSDEVELOPER RUBY
482,483,JAVASCRIPTDEVELOPER,RUST,CS,PT,B,2,0,JAVASCRIPTDEVELOPER RUST
483,484,MERNSTACKDEVELOPER,JAVA DART,CS,PT,B,1,1,MERNSTACKDEVELOPER JAVA DART
484,485,JAVASCRIPTDEVELOPER,HTML,CS,F,M,2,0,JAVASCRIPTDEVELOPER HTML
485,486,REACTJSDEVELOPER,RUBY FORTRAN,IT,FT,DBM,2,1,REACTJSDEVELOPER RUBY FORTRAN
486,487,BACKENDDEVELOPER,HTML SWIFT PHP,CS,PT,DBM,3,0,BACKENDDEVELOPER HTML SWIFT PHP
487,488,DATAANALYST,JAVASCRIPT RUBY PERL,CS,FT,DBM,6,0,DATAANALYST JAVASCRIPT RUBY PERL
488,489,PRODUCTMANAGER,CSS,IT,F,DBMP,1,0,PRODUCTMANAGER CSS
489,490,FULLSTACKDEVELOPER,SQL RUST,CS,PT,D,2,0,FULLSTACKDEVELOPER SQL RUST
490,491,RUBYONRAILSDEVELOPER,RUST KOTLIN,IT,F,B,6,0,RUBYONRAILSDEVELOPER RUST KOTLIN
491,492,MEANSTACKDEVELOPER,COBOL,CS,PT,M,12,1,MEANSTACKDEVELOPER COBOL
492,493,DATASCIENTIST,DART COBOL,IT,PT,P,3,1,DATASCIENTIST DART COBOL
493,494,REACTJSDEVELOPER,PHP RUBY PERL,CS,PT,MP,6,1,REACTJSDEVELOPER PHP RUBY PERL
494,495,DATASCIENTIST,DART,IT,PT,DBMP,6,1,DATASCIENTIST DART
495,496,REACTJSDEVELOPER,JULIA,CS,F,DBM,2,1,REACTJSDEVELOPER JULIA
496,497,PRODUCTMANAGER,SWIFT,IT,PT,M,3,0,PRODUCTMANAGER SWIFT
497,498,FULLSTACKDEVELOPER,C/C++,IT,PT,B,6,0,FULLSTACKDEVELOPER C/C++
498,499,FRONTENDDEVELOPER,SQL,CS,F,P,12,0,FRONTENDDEVELOPER SQL
499,500,WEBDEVELOPER,OBJECTIVE-C DART,CS,PT,M,12,0,WEBDEVELOPER OBJECTIVE-C DART
500,501,DATASCIENTIST,RUBY SQL DART,IT,PT,DBMP,2,0,DATASCIENTIST RUBY SQL DART
501,502,DATASCIENTIST,FORTRAN SWIFT,CS,FT,DBM,2,0,DATASCIENTIST FORTRAN SWIFT
502,503,PRODUCTMANAGER,C/C++ HTML FORTRAN,IT,FT,DBMP,12,1,PRODUCTMANAGER C/C++ HTML FORTRAN
503,504,MEANSTACKDEVELOPER,KOTLIN,CS,F,BM,2,0,MEANSTACKDEVELOPER KOTLIN
504,505,WEBDEVELOPER,JULIA,IT,PT,BMP,3,1,WEBDEVELOPER JULIA
505,506,BACKENDDEVELOPER,KOTLIN RUBY R,CS,PT,BMP,12,0,BACKENDDEVELOPER KOTLIN RUBY R
506,507,MEANSTACKDEVELOPER,HTML,CS,F,BM,12,1,MEANSTACKDEVELOPER HTML
507,508,PRODUCTMANAGER,C/C++ PYTHON PERL,IT,F,DB,12,0,PRODUCTMANAGER C/C++ PYTHON PERL
508,509,DATAANALYST,JAVASCRIPT DART PERL,CS,F,MP,3,0,DATAANALYST JAVASCRIPT DART PERL
509,510,JAVASCRIPTDEVELOPER,RUBY SWIFT,IT,PT,BM,12,1,JAVASCRIPTDEVELOPER RUBY SWIFT
510,511,REACTJSDEVELOPER,HTML JAVA SQL,IT,F,D,3,0,REACTJSDEVELOPER HTML JAVA SQL
511,512,BACKENDDEVELOPER,JAVA,CS,FT,DBMP,1,0,BACKENDDEVELOPER JAVA
512,513,REACTJSDEVELOPER,RUBY C#,IT,PT,M,3,1,REACTJSDEVELOPER RUBY C#
513,514,DATAANALYST,HTML PERL,CS,F,D,3,1,DATAANALYST HTML PERL
514,515,BACKENDDEVELOPER,PHP SQL,CS,FT,BM,3,1,BACKENDDEVELOPER PHP SQL
515,516,JAVASCRIPTDEVELOPER,R JAVASCRIPT DART,IT,PT,DBMP,12,0,JAVASCRIPTDEVELOPER R JAVASCRIPT DART
516,517,JAVASCRIPTDEVELOPER,JAVA JAVASCRIPT C/C++,CS,F,DBM,3,1,JAVASCRIPTDEVELOPER JAVA JAVASCRIPT C/C++
517,518,FRONTENDDEVELOPER,PERL C# PHP,IT,FT,BMP,1,1,FRONTENDDEVELOPER PERL C# PHP
518,519,BACKENDDEVELOPER,PYTHON JULIA SWIFT,CS,FT,M,3,1,BACKENDDEVELOPER PYTHON JULIA SWIFT
519,520,PRODUCTMANAGER,PYTHON,IT,FT,BMP,6,0,PRODUCTMANAGER PYTHON
520,521,DATAANALYST,OBJECTIVE-C C# JULIA,CS,PT,DBMP,6,1,DATAANALYST OBJECTIVE-C C# JULIA
521,522,DATAANALYST,PERL,IT,PT,DBM,3,1,DATAANALYST PERL
522,523,DATASCIENTIST,PYTHON JULIA SQL,IT,FT,B,3,1,DATASCIENTIST PYTHON JULIA SQL
523,524,DATASCIENTIST,JAVASCRIPT CSS C/C++,IT,F,DB,1,0,DATASCIENTIST JAVASCRIPT CSS C/C++
524,525,DATAANALYST,COBOL PYTHON,IT,FT,D,2,1,DATAANALYST COBOL PYTHON
525,526,MERNSTACKDEVELOPER,RUST CSS,CS,F,M,2,0,MERNSTACKDEVELOPER RUST CSS
526,527,BACKENDDEVELOPER,DART FORTRAN KOTLIN,CS,FT,M,6,0,BACKENDDEVELOPER DART FORTRAN KOTLIN
527,528,PRODUCTMANAGER,DART PERL,CS,F,BMP,12,1,PRODUCTMANAGER DART PERL
528,529,RUBYONRAILSDEVELOPER,R CSS SWIFT,CS,F,BMP,3,0,RUBYONRAILSDEVELOPER R CSS SWIFT
529,530,DATASCIENTIST,SWIFT JAVA RUST,CS,F,M,2,0,DATASCIENTIST SWIFT JAVA RUST
530,531,FRONTENDDEVELOPER,JAVASCRIPT PYTHON,CS,FT,MP,12,0,FRONTENDDEVELOPER JAVASCRIPT PYTHON
531,532,JAVASCRIPTDEVELOPER,PHP,IT,F,BMP,3,1,JAVASCRIPTDEVELOPER PHP
532,533,FRONTENDDEVELOPER,SWIFT PERL,CS,F,DBM,6,0,FRONTENDDEVELOPER SWIFT PERL
533,534,BACKENDDEVELOPER,KOTLIN FORTRAN,CS,FT,BMP,2,0,BACKENDDEVELOPER KOTLIN FORTRAN
534,535,DATASCIENTIST,JAVA,IT,FT,B,2,0,DATASCIENTIST JAVA
535,536,JAVASCRIPTDEVELOPER,SQL,IT,F,DB,3,0,JAVASCRIPTDEVELOPER SQL
536,537,PRODUCTMANAGER,JAVA PERL,IT,FT,P,1,1,PRODUCTMANAGER JAVA PERL
537,538,BACKENDDEVELOPER,OBJECTIVE-C,CS,PT,DB,3,1,BACKENDDEVELOPER OBJECTIVE-C
538,539,FRONTENDDEVELOPER,OBJECTIVE-C,CS,FT,BMP,3,1,FRONTENDDEVELOPER OBJECTIVE-C
539,540,MEANSTACKDEVELOPER,HTML JAVA PERL,IT,FT,DBMP,3,1,MEANSTACKDEVELOPER HTML JAVA PERL
540,541,FRONTENDDEVELOPER,KOTLIN,IT,FT,M,12,1,FRONTENDDEVELOPER KOTLIN
541,542,JAVASCRIPTDEVELOPER,OBJECTIVE-C,IT,PT,DB,12,1,JAVASCRIPTDEVELOPER OBJECTIVE-C
542,543,FRONTENDDEVELOPER,CSS COBOL PYTHON,CS,FT,B,6,0,FRONTENDDEVELOPER CSS COBOL PYTHON
543,544,BACKENDDEVELOPER,PHP C#,CS,PT,B,3,1,BACKENDDEVELOPER PHP C#
544,545,RUBYONRAILSDEVELOPER,FORTRAN C# HTML,CS,FT,BM,12,0,RUBYONRAILSDEVELOPER FORTRAN C# HTML
545,546,BACKENDDEVELOPER,R KOTLIN C#,IT,F,D,12,0,BACKENDDEVELOPER R KOTLIN C#
546,547,REACTJSDEVELOPER,C# KOTLIN,IT,PT,DB,6,0,REACTJSDEVELOPER C# KOTLIN
547,548,WEBDEVELOPER,CSS,CS,FT,DBM,12,1,WEBDEVELOPER CSS
548,549,JAVASCRIPTDEVELOPER,RUST JULIA,IT,F,BMP,1,0,JAVASCRIPTDEVELOPER RUST JULIA
549,550,PRODUCTMANAGER,HTML C/C++ CSS,CS,PT,B,3,1,PRODUCTMANAGER HTML C/C++ CSS
550,551,FRONTENDDEVELOPER,C/C++,IT,F,BMP,3,1,FRONTENDDEVELOPER C/C++
551,552,PRODUCTMANAGER,KOTLIN SQL,IT,PT,MP,2,1,PRODUCTMANAGER KOTLIN SQL
552,553,WEBDEVELOPER,RUBY,CS,PT,M,1,1,WEBDEVELOPER RUBY
553,554,BACKENDDEVELOPER,SQL DART,CS,FT,DB,6,1,BACKENDDEVELOPER SQL DART
554,555,DATASCIENTIST,PHP SWIFT,CS,PT,DBMP,6,0,DATASCIENTIST PHP SWIFT
555,556,DATASCIENTIST,RUST,CS,FT,DBMP,2,0,DATASCIENTIST RUST
556,557,MERNSTACKDEVELOPER,JULIA,CS,F,DBMP,12,1,MERNSTACKDEVELOPER JULIA
557,558,MEANSTACKDEVELOPER,JULIA RUBY DART,CS,FT,DB,3,1,MEANSTACKDEVELOPER JULIA RUBY DART
558,559,WEBDEVELOPER,C/C++,IT,FT,DB,3,1,WEBDEVELOPER C/C++
559,560,FRONTENDDEVELOPER,CSS PHP RUBY,CS,FT,BMP,6,0,FRONTENDDEVELOPER CSS PHP RUBY
560,561,RUBYONRAILSDEVELOPER,R,IT,FT,BM,6,1,RUBYONRAILSDEVELOPER R
561,562,DATAANALYST,SQL,CS,F,MP,1,0,DATAANALYST SQL
562,563,BACKENDDEVELOPER,JAVA,CS,PT,DBM,3,0,BACKENDDEVELOPER JAVA
563,564,MEANSTACKDEVELOPER,C/C++ PYTHON,IT,FT,DB,6,0,MEANSTACKDEVELOPER C/C++ PYTHON
564,565,BACKENDDEVELOPER,COBOL,IT,F,MP,2,1,BACKENDDEVELOPER COBOL
565,566,PYTHONDEVELOPER,PYTHON,CS,PT,BM,6,1,PYTHONDEVELOPER PYTHON
566,567,BACKENDDEVELOPER,COBOL SWIFT,CS,PT,P,6,0,BACKENDDEVELOPER COBOL SWIFT
567,568,WEBDEVELOPER,FORTRAN,CS,FT,MP,1,0,WEBDEVELOPER FORTRAN
568,569,FULLSTACKDEVELOPER,JULIA RUBY R,CS,FT,MP,2,1,FULLSTACKDEVELOPER JULIA RUBY R
569,570,MEANSTACKDEVELOPER,OBJECTIVE-C,IT,F,P,6,1,MEANSTACKDEVELOPER OBJECTIVE-C
570,571,WEBDEVELOPER,R FORTRAN,CS,F,DBM,3,1,WEBDEVELOPER R FORTRAN
571,572,PRODUCTMANAGER,PHP C/C++,CS,FT,D,6,1,PRODUCTMANAGER PHP C/C++
572,573,BACKENDDEVELOPER,KOTLIN PYTHON,IT,FT,DBMP,6,0,BACKENDDEVELOPER KOTLIN PYTHON
573,574,WEBDEVELOPER,RUBY KOTLIN,IT,F,DBMP,3,0,WEBDEVELOPER RUBY KOTLIN
574,575,REACTJSDEVELOPER,PERL,IT,F,M,3,0,REACTJSDEVELOPER PERL
575,576,RUBYONRAILSDEVELOPER,PERL SWIFT,IT,F,MP,1,1,RUBYONRAILSDEVELOPER PERL SWIFT
576,577,MERNSTACKDEVELOPER,JULIA JAVASCRIPT,CS,FT,P,1,0,MERNSTACKDEVELOPER JULIA JAVASCRIPT
577,578,DATASCIENTIST,C/C++ FORTRAN SQL,CS,FT,BMP,3,1,DATASCIENTIST C/C++ FORTRAN SQL
578,579,FULLSTACKDEVELOPER,HTML RUBY KOTLIN,CS,FT,MP,3,1,FULLSTACKDEVELOPER HTML RUBY KOTLIN
579,580,JAVASCRIPTDEVELOPER,JAVASCRIPT COBOL FORTRAN,IT,F,DB,2,0,JAVASCRIPTDEVELOPER JAVASCRIPT COBOL FORTRAN
580,581,DATAANALYST,RUBY C#,CS,F,DB,2,1,DATAANALYST RUBY C#
581,582,WEBDEVELOPER,JAVA FORTRAN RUBY,CS,PT,M,6,0,WEBDEVELOPER JAVA FORTRAN RUBY
582,583,MERNSTACKDEVELOPER,C/C++,IT,FT,MP,3,1,MERNSTACKDEVELOPER C/C++
583,584,RUBYONRAILSDEVELOPER,C# CSS,IT,F,DBMP,3,1,RUBYONRAILSDEVELOPER C# CSS
584,585,WEBDEVELOPER,R CSS,IT,FT,DB,2,0,WEBDEVELOPER R CSS
585,586,MERNSTACKDEVELOPER,JULIA C/C++ C#,IT,PT,DBMP,2,0,MERNSTACKDEVELOPER JULIA C/C++ C#
586,587,WEBDEVELOPER,DART JAVA,IT,FT,M,6,0,WEBDEVELOPER DART JAVA
587,588,PYTHONDEVELOPER,DART OBJECTIVE-C,CS,F,D,6,0,PYTHONDEVELOPER DART OBJECTIVE-C
588,589,DATASCIENTIST,C# JAVA,IT,FT,DB,3,1,DATASCIENTIST C# JAVA
589,590,DATASCIENTIST,DART,IT,PT,MP,1,1,DATASCIENTIST DART
590,591,DATAANALYST,JAVA,CS,PT,BMP,6,0,DATAANALYST JAVA
591,592,PRODUCTMANAGER,RUST,CS,PT,BM,6,0,PRODUCTMANAGER RUST
592,593,FRONTENDDEVELOPER,R JULIA SWIFT,IT,FT,B,2,0,FRONTENDDEVELOPER R JULIA SWIFT
593,594,JAVASCRIPTDEVELOPER,C/C++,CS,FT,DBM,12,0,JAVASCRIPTDEVELOPER C/C++
594,595,MERNSTACKDEVELOPER,DART JAVASCRIPT,IT,F,D,6,0,MERNSTACKDEVELOPER DART JAVASCRIPT
595,596,BACKENDDEVELOPER,PERL SWIFT C/C++,CS,PT,BMP,1,0,BACKENDDEVELOPER PERL SWIFT C/C++
596,597,REACTJSDEVELOPER,C/C++ RUBY SQL,CS,FT,BM,6,1,REACTJSDEVELOPER C/C++ RUBY SQL
597,598,FRONTENDDEVELOPER,SQL JAVASCRIPT KOTLIN,IT,FT,MP,6,0,FRONTENDDEVELOPER SQL JAVASCRIPT KOTLIN
598,599,DATAANALYST,PERL PYTHON C/C++,CS,F,DBM,12,1,DATAANALYST PERL PYTHON C/C++
599,600,MEANSTACKDEVELOPER,JAVA JULIA PYTHON,IT,PT,MP,12,0,MEANSTACKDEVELOPER JAVA JULIA PYTHON
600,601,DATASCIENTIST,HTML,IT,F,DBM,2,1,DATASCIENTIST HTML
601,602,PYTHONDEVELOPER,C# PYTHON HTML,IT,PT,MP,3,1,PYTHONDEVELOPER C# PYTHON HTML
602,603,DATASCIENTIST,COBOL,CS,FT,DBM,3,0,DATASCIENTIST COBOL
603,604,FULLSTACKDEVELOPER,RUBY JAVASCRIPT,CS,F,D,3,0,FULLSTACKDEVELOPER RUBY JAVASCRIPT
604,605,FRONTENDDEVELOPER,CSS HTML SWIFT,IT,FT,BMP,6,1,FRONTENDDEVELOPER CSS HTML SWIFT
605,606,DATAANALYST,C/C++ JULIA,CS,FT,M,1,0,DATAANALYST C/C++ JULIA
606,607,WEBDEVELOPER,RUBY,CS,FT,MP,12,0,WEBDEVELOPER RUBY
607,608,RUBYONRAILSDEVELOPER,RUBY DART,CS,FT,D,1,1,RUBYONRAILSDEVELOPER RUBY DART
608,609,FULLSTACKDEVELOPER,R,CS,PT,DB,6,0,FULLSTACKDEVELOPER R
609,610,DATAANALYST,C#,CS,F,BMP,6,0,DATAANALYST C#
610,611,BACKENDDEVELOPER,PERL,CS,PT,DBMP,6,1,BACKENDDEVELOPER PERL
611,612,FULLSTACKDEVELOPER,PERL RUST,CS,FT,BM,2,0,FULLSTACKDEVELOPER PERL RUST
612,613,MERNSTACKDEVELOPER,C/C++ SWIFT,IT,PT,B,2,1,MERNSTACKDEVELOPER C/C++ SWIFT
613,614,REACTJSDEVELOPER,HTML,IT,PT,DBMP,3,1,REACTJSDEVELOPER HTML
614,615,DATASCIENTIST,COBOL,IT,PT,D,12,1,DATASCIENTIST COBOL
615,616,FULLSTACKDEVELOPER,PYTHON,IT,PT,M,3,0,FULLSTACKDEVELOPER PYTHON
616,617,FULLSTACKDEVELOPER,RUBY,IT,F,P,2,1,FULLSTACKDEVELOPER RUBY
617,618,FULLSTACKDEVELOPER,JAVA JAVASCRIPT CSS,CS,PT,M,2,0,FULLSTACKDEVELOPER JAVA JAVASCRIPT CSS
618,619,DATASCIENTIST,OBJECTIVE-C C/C++ JAVASCRIPT,IT,FT,BM,2,0,DATASCIENTIST OBJECTIVE-C C/C++ JAVASCRIPT
619,620,MEANSTACKDEVELOPER,KOTLIN OBJECTIVE-C,IT,FT,M,3,0,MEANSTACKDEVELOPER KOTLIN OBJECTIVE-C
620,621,JAVASCRIPTDEVELOPER,DART FORTRAN PHP,CS,FT,DBMP,2,1,JAVASCRIPTDEVELOPER DART FORTRAN PHP
621,622,MEANSTACKDEVELOPER,CSS JAVA,CS,FT,DBM,6,0,MEANSTACKDEVELOPER CSS JAVA
622,623,BACKENDDEVELOPER,JAVA SWIFT,CS,PT,DBMP,6,0,BACKENDDEVELOPER JAVA SWIFT
623,624,PRODUCTMANAGER,CSS KOTLIN JAVA,CS,FT,BM,6,1,PRODUCTMANAGER CSS KOTLIN JAVA
624,625,FRONTENDDEVELOPER,FORTRAN CSS,CS,FT,B,1,0,FRONTENDDEVELOPER FORTRAN CSS
625,626,WEBDEVELOPER,CSS C# SQL,CS,PT,P,2,0,WEBDEVELOPER CSS C# SQL
626,627,BACKENDDEVELOPER,C# PHP,CS,PT,M,12,1,BACKENDDEVELOPER C# PHP
627,628,MEANSTACKDEVELOPER,PHP,IT,PT,B,1,1,MEANSTACKDEVELOPER PHP
628,629,DATAANALYST,PYTHON C# SQL,CS,FT,BM,12,1,DATAANALYST PYTHON C# SQL
629,630,MERNSTACKDEVELOPER,RUST C#,CS,FT,DBM,2,0,MERNSTACKDEVELOPER RUST C#
630,631,PYTHONDEVELOPER,R FORTRAN,CS,PT,DBM,6,1,PYTHONDEVELOPER R FORTRAN
631,632,FULLSTACKDEVELOPER,DART OBJECTIVE-C,CS,PT,DBMP,1,1,FULLSTACKDEVELOPER DART OBJECTIVE-C
632,633,WEBDEVELOPER,PERL COBOL,CS,F,BM,12,0,WEBDEVELOPER PERL COBOL
633,634,FULLSTACKDEVELOPER,PHP OBJECTIVE-C,CS,FT,DBMP,12,1,FULLSTACKDEVELOPER PHP OBJECTIVE-C
634,635,JAVASCRIPTDEVELOPER,SQL RUST,CS,FT,DB,12,0,JAVASCRIPTDEVELOPER SQL RUST
635,636,JAVASCRIPTDEVELOPER,SQL PHP,CS,PT,DBMP,2,1,JAVASCRIPTDEVELOPER SQL PHP
636,637,JAVASCRIPTDEVELOPER,JAVASCRIPT,CS,FT,D,6,1,JAVASCRIPTDEVELOPER JAVASCRIPT
637,638,FULLSTACKDEVELOPER,FORTRAN DART,CS,PT,D,12,1,FULLSTACKDEVELOPER FORTRAN DART
638,639,DATAANALYST,SWIFT JAVASCRIPT OBJECTIVE-C,IT,FT,P,1,1,DATAANALYST SWIFT JAVASCRIPT OBJECTIVE-C
639,640,MEANSTACKDEVELOPER,KOTLIN C# CSS,CS,FT,DB,2,0,MEANSTACKDEVELOPER KOTLIN C# CSS
640,641,WEBDEVELOPER,SWIFT,IT,PT,BM,6,0,WEBDEVELOPER SWIFT
641,642,FULLSTACKDEVELOPER,JAVASCRIPT R KOTLIN,IT,F,DB,12,0,FULLSTACKDEVELOPER JAVASCRIPT R KOTLIN
642,643,MEANSTACKDEVELOPER,JULIA PHP SQL,CS,F,M,2,0,MEANSTACKDEVELOPER JULIA PHP SQL
643,644,DATAANALYST,R C/C++ JULIA,CS,FT,MP,2,1,DATAANALYST R C/C++ JULIA
644,645,FRONTENDDEVELOPER,PERL C#,IT,FT,DBMP,2,1,FRONTENDDEVELOPER PERL C#
645,646,BACKENDDEVELOPER,SQL,IT,FT,B,2,0,BACKENDDEVELOPER SQL
646,647,FULLSTACKDEVELOPER,KOTLIN,IT,PT,DBM,2,1,FULLSTACKDEVELOPER KOTLIN
647,648,RUBYONRAILSDEVELOPER,C/C++ COBOL,IT,F,M,6,0,RUBYONRAILSDEVELOPER C/C++ COBOL
648,649,FRONTENDDEVELOPER,RUST JULIA,IT,PT,D,2,1,FRONTENDDEVELOPER RUST JULIA
649,650,BACKENDDEVELOPER,PERL,CS,FT,M,2,0,BACKENDDEVELOPER PERL
650,651,WEBDEVELOPER,HTML SQL JULIA,IT,FT,D,6,0,WEBDEVELOPER HTML SQL JULIA
651,652,MERNSTACKDEVELOPER,COBOL DART,IT,PT,B,1,0,MERNSTACKDEVELOPER COBOL DART
652,653,PYTHONDEVELOPER,PERL PYTHON,IT,FT,BMP,2,1,PYTHONDEVELOPER PERL PYTHON
653,654,WEBDEVELOPER,JAVASCRIPT,IT,F,BM,12,1,WEBDEVELOPER JAVASCRIPT
654,655,BACKENDDEVELOPER,SWIFT SQL R,IT,PT,M,6,0,BACKENDDEVELOPER SWIFT SQL R
655,656,FULLSTACKDEVELOPER,RUBY,CS,F,DBM,3,0,FULLSTACKDEVELOPER RUBY
656,657,DATASCIENTIST,SWIFT,CS,FT,P,1,0,DATASCIENTIST SWIFT
657,658,WEBDEVELOPER,C# SWIFT RUST,IT,F,DBM,3,1,WEBDEVELOPER C# SWIFT RUST
658,659,WEBDEVELOPER,COBOL,CS,PT,DBM,1,1,WEBDEVELOPER COBOL
659,660,PYTHONDEVELOPER,PYTHON OBJECTIVE-C JAVA,CS,FT,DBMP,6,1,PYTHONDEVELOPER PYTHON OBJECTIVE-C JAVA
660,661,REACTJSDEVELOPER,DART,IT,PT,B,3,0,REACTJSDEVELOPER DART
661,662,WEBDEVELOPER,DART KOTLIN JULIA,CS,PT,DBM,2,0,WEBDEVELOPER DART KOTLIN JULIA
662,663,MEANSTACKDEVELOPER,SQL,CS,PT,MP,3,0,MEANSTACKDEVELOPER SQL
663,664,DATASCIENTIST,PERL,CS,F,B,12,1,DATASCIENTIST PERL
664,665,RUBYONRAILSDEVELOPER,R RUST,CS,FT,DBM,2,0,RUBYONRAILSDEVELOPER R RUST
665,666,PRODUCTMANAGER,JAVA,IT,PT,B,3,1,PRODUCTMANAGER JAVA
666,667,JAVASCRIPTDEVELOPER,SWIFT,IT,F,DBM,1,1,JAVASCRIPTDEVELOPER SWIFT
667,668,DATAANALYST,RUBY JAVA,IT,PT,M,1,1,DATAANALYST RUBY JAVA
668,669,FULLSTACKDEVELOPER,DART,IT,FT,P,6,0,FULLSTACKDEVELOPER DART
669,670,MEANSTACKDEVELOPER,DART JULIA PYTHON,CS,F,BMP,1,1,MEANSTACKDEVELOPER DART JULIA PYTHON
670,671,DATAANALYST,PERL SQL,CS,FT,BM,3,0,DATAANALYST PERL SQL
671,672,PRODUCTMANAGER,SQL OBJECTIVE-C,IT,F,DBM,1,1,PRODUCTMANAGER SQL OBJECTIVE-C
672,673,REACTJSDEVELOPER,PHP RUST,IT,PT,BMP,12,0,REACTJSDEVELOPER PHP RUST
673,674,BACKENDDEVELOPER,JAVASCRIPT R PYTHON,IT,F,D,12,1,BACKENDDEVELOPER JAVASCRIPT R PYTHON
674,675,MERNSTACKDEVELOPER,CSS,IT,F,P,3,0,MERNSTACKDEVELOPER CSS
675,676,FRONTENDDEVELOPER,KOTLIN RUST JAVA,IT,FT,MP,1,1,FRONTENDDEVELOPER KOTLIN RUST JAVA
676,677,REACTJSDEVELOPER,PERL C/C++ PHP,IT,PT,P,3,0,REACTJSDEVELOPER PERL C/C++ PHP
677,678,FRONTENDDEVELOPER,R DART,CS,PT,DBMP,3,0,FRONTENDDEVELOPER R DART
678,679,FULLSTACKDEVELOPER,DART PHP,IT,FT,D,3,1,FULLSTACKDEVELOPER DART PHP
